card_name	set_name	printing
Squid Token	Magic 2015 (M15)	
Squid Token	Magic 2015 (M15)	
Squid Token	Magic 2015 (M15)	
Squid Token	Magic 2015 (M15)	
Squid Token	Magic 2015 (M15)	
Squid Token	Magic 2015 (M15)	
Squid Token	Magic 2015 (M15)	
Squid Token	Magic 2015 (M15)	
Squid Token	Magic 2015 (M15)	
Yeva's Forcemage	Magic Origins	
Knight Token	Magic Origins	
Aven Windreader	Tenth Edition	
Disdainful Stroke	Khans of Tarkir	
Boomerang	Chronicles	
Boomerang	Chronicles	
Boomerang	Chronicles	
Boomerang	Chronicles	
Mindstab Thrull	Fallen Empires	
Mindstab Thrull	Fallen Empires	
Mindstab Thrull	Fallen Empires	
Mindstab Thrull	Fallen Empires	
Duress	Magic 2011 (M11)	
Duress	Magic 2011 (M11)	
Duress	Magic 2011 (M11)	
Duress	Magic 2011 (M11)	
Bioshift	Gatecrash	
Bioshift	Gatecrash	
Mortuary Mire	Battle for Zendikar	
Kor Ally Token	Battle for Zendikar	
Kor Ally Token	Battle for Zendikar	
Eldrazi Skyspawner	Battle for Zendikar	
Broodhunter Wurm	Battle for Zendikar	
Earthen Arms	Battle for Zendikar	
Vestige of Emrakul	Battle for Zendikar	
Eldrazi Skyspawner	Battle for Zendikar	
Culling Drone	Battle for Zendikar	
Rugged Highlands	Khans of Tarkir	
Rugged Highlands	Khans of Tarkir	
Rugged Highlands	Khans of Tarkir	
Rugged Highlands	Khans of Tarkir	
Swiftwater Cliffs	Khans of Tarkir	
Swiftwater Cliffs	Khans of Tarkir	
Swiftwater Cliffs	Khans of Tarkir	
Swiftwater Cliffs	Khans of Tarkir	
Thornwood Falls	Khans of Tarkir	
Thornwood Falls	Khans of Tarkir	
Tranquil Cove	Khans of Tarkir	
Tranquil Cove	Khans of Tarkir	
Tranquil Cove	Khans of Tarkir	
Tranquil Cove	Khans of Tarkir	
Yeva's Forcemage	Magic Origins	
Wind Zendikon	Worldwake	
Kor Ally Token	Battle for Zendikar	
Kor Ally Token	Battle for Zendikar	
Crumbling Vestige	Oath of the Gatewatch	
Kozilek's Pathfinder	Oath of the Gatewatch	
Reaver Drone	Oath of the Gatewatch	
Reaver Drone	Oath of the Gatewatch	
Expedite	Oath of the Gatewatch	
Reality Hemorrhage	Oath of the Gatewatch	
Assassin's Strike	Return to Ravnica	
Skymark Roc	Return to Ravnica	
Voidwalk	Gatecrash	
Crackling Perimeter	Gatecrash	
Quilled Wolf	Shadows Over Innistrad	
Racecourse Fury	Return to Ravnica	
Haunter of Nightveil	Dragon's Maze	
Gleam of Battle	Dragon's Maze	
Simic Guildgate	Dragon's Maze	Foil
Advanced Stitchwing	Eldritch Moon	
Vision Skeins	Dissension	
Vision Skeins	Dissension	
Vision Skeins	Dissension	
Vision Skeins	Dissension	
Bloodfell Caves	Khans of Tarkir	
Bloodfell Caves	Khans of Tarkir	
Bloodfell Caves	Khans of Tarkir	
Rugged Highlands	Fate Reforged	
Wind-Scarred Crag	Khans of Tarkir	
Wind-Scarred Crag	Khans of Tarkir	
Scoured Barrens	Khans of Tarkir	
Grim Contest	Fate Reforged	
Scab-Clan Giant	Dragon's Maze	
Abzan Skycaptain	Fate Reforged	
Abzan Skycaptain	Fate Reforged	
Defiant Strike	Khans of Tarkir	
Defiant Strike	Khans of Tarkir	
Defiant Strike	Khans of Tarkir	
Defiant Strike	Khans of Tarkir	
Defiant Strike	Khans of Tarkir	
Feat of Resistance	Khans of Tarkir	
Feat of Resistance	Khans of Tarkir	
Feat of Resistance	Khans of Tarkir	
Armored Skaab	Innistrad	
Hysterical Blindness	Innistrad	
Into the Void	Magic 2015 (M15)	
Negate	Dragons of Tarkir	
Nullify	Born of the Gods	
Nullify	Born of the Gods	
Nullify	Born of the Gods	
Refocus	Fate Reforged	
Claim of Erebos	Born of the Gods	
Claim of Erebos	Born of the Gods	
Douse in Gloom	Fate Reforged	
Weight of the Underworld	Born of the Gods	
Weight of the Underworld	Born of the Gods	
Bathe in Dragonfire	Fate Reforged	
Bathe in Dragonfire	Fate Reforged	
Lightning Shrieker	Fate Reforged	
Lightning Shrieker	Fate Reforged	
Tormented Pariah	Innistrad	
Vampiric Fury	Innistrad	
Generator Servant	Magic 2015 (M15)	
Ainok Guide	Fate Reforged	
Ainok Guide	Fate Reforged	
Ambush Krotiq	Fate Reforged	
Hooting Mandrills	Khans of Tarkir	
Hooting Mandrills	Khans of Tarkir	
Naturalize	Innistrad	
Phytoburst	Dragon's Maze	
Shape the Sands	Dragons of Tarkir	
Infuse	Ice Age	
Infuse	Ice Age	
Infuse	Ice Age	
Knight of the Mists	Visions	
Knight of the Mists	Visions	
Knight of the Mists	Visions	
Knight of the Mists	Visions	
Knight of the Mists	Visions	
Mana Chains	Weatherlight	
Mana Chains	Weatherlight	
Manta Ray	Weatherlight	
Manta Ray	Weatherlight	
Manta Ray	Weatherlight	
Manta Ray	Weatherlight	
Merfolk Raiders	Mirage	
Merfolk Traders	Weatherlight	
Mistfolk	Ice Age	
Mistfolk	Ice Age	
Phantom Monster	Fourth Edition	
Power Sink	Tempest	
Power Sink	Tempest	
Power Sink	Tempest	
Power Sink	Tempest	
Power Sink	Ice Age	
Power Sink	Ice Age	
Sage Owl	Weatherlight	
Sage Owl	Weatherlight	
Snowfall	Ice Age	
Soar	Mirage	
Spell Blast	Fourth Edition	
Spell Blast	Fourth Edition	
Spell Blast	Fourth Edition	
Spell Blast	Fourth Edition	
Spell Blast	Fourth Edition	
Thalakos Mistfolk	Tempest	
Thalakos Mistfolk	Tempest	
Thalakos Mistfolk	Tempest	
Thalakos Mistfolk	Tempest	
Thalakos Sentry	Tempest	
Thalakos Sentry	Tempest	
Thalakos Sentry	Tempest	
Thirst	Mirage	
Tolarian Drake	Weatherlight	
Tolarian Drake	Weatherlight	
Undo	Visions	
Undo	Visions	
Updraft	Fifth Edition	
Volrath's Curse	Tempest	
Carapace	Homelands	
Carapace	Homelands	
Carapace	Homelands	
Carapace	Homelands	
Carapace	Homelands	
Choking Vines	Weatherlight	
Choking Vines	Weatherlight	
Choking Vines	Weatherlight	
Choking Vines	Weatherlight	
Craw Wurm	Fourth Edition	
Craw Wurm	Fourth Edition	
Craw Wurm	Fourth Edition	
Feral Instinct	Visions	
Giant Caterpillar	Visions	
Juniper Order Druid	Ice Age	
Mortal Wound	Visions	
Mortal Wound	Visions	
Natural Spring	Tempest	
Natural Spring	Tempest	
Natural Spring	Tempest	
Natural Spring	Tempest	
Natural Spring	Tempest	
Nature's Kiss	Weatherlight	
Regeneration	Ice Age	
Rime Dryad	Ice Age	
Sandstorm	Mirage	
Sandstorm	Mirage	
Sandstorm	Mirage	
Seedling Charm	Mirage	
Seedling Charm	Mirage	
Skyshroud Troll	Tempest	
Skyshroud Troll	Tempest	
Skyshroud Troll	Tempest	
Skyshroud Troll	Tempest	
Spider Climb	Visions	
Striped Bears	Weatherlight	
Untamed Wilds	Fourth Edition	
Wild Elephant	Mirage	
Brine Shaman	Ice Age	
Cadaverous Knight	Mirage	
Cadaverous Knight	Mirage	
Cadaverous Knight	Mirage	
Dark Privilege	Visions	
Drudge Skeletons	Fifth Edition	
Ebony Charm	Mirage	
Ebony Charm	Mirage	
Ebony Charm	Mirage	
Ebony Charm	Mirage	
Gravebane Zombie	Mirage	
Hoar Shade	Ice Age	
Hoar Shade	Ice Age	
Kjeldoran Dead	Fifth Edition	
Legions of Lim-Dul	Ice Age	
Python	Visions	
Razortooth Rats	Weatherlight	
Razortooth Rats	Weatherlight	
Scare Tactics	Exodus	
Servant of Volrath	Tempest	
Servant of Volrath	Tempest	
Shadow Rider	Weatherlight	
Spirit Shackle	Fourth Edition	
Spirit Shackle	Fourth Edition	
Tar Pit Warrior	Visions	
Torture	Fifth Edition	
Wake of Vultures	Visions	
Wake of Vultures	Visions	
Wall of Corpses	Mirage	
Wicked Reward	Visions	
Wicked Reward	Visions	
Wicked Reward	Visions	
Wicked Reward	Visions	
Blood Frenzy	Tempest	
Blood Frenzy	Tempest	
Blood Frenzy	Tempest	
Blood Frenzy	Tempest	
Blood Frenzy	Tempest	
Blood Frenzy	Tempest	
Blood Frenzy	Tempest	
Builder's Bane	Mirage	
Builder's Bane	Mirage	
Builder's Bane	Mirage	
Dwarven Berserker	Weatherlight	
Dwarven Berserker	Weatherlight	
Dwarven Berserker	Weatherlight	
Dwarven Berserker	Weatherlight	
Dwarven Vigilantes	Visions	
Fire Whip	Weatherlight	
Fire Whip	Weatherlight	
Fire Whip	Weatherlight	
Fire Whip	Weatherlight	
Flare	Ice Age	
Grizzled Wolverine	Ice Age	
Mountain Goat	Ice Age	
Panic	Fifth Edition	
Rock Slide	Visions	
Solfatara	Visions	
Solfatara	Visions	
Solfatara	Visions	
Song of Blood	Visions	
Song of Blood	Visions	
Stun	Tempest	
Talruum Champion	Visions	
Talruum Champion	Visions	
Talruum Champion	Visions	
Talruum Minotaur	Mirage	
Talruum Minotaur	Mirage	
Talruum Minotaur	Mirage	
Talruum Minotaur	Mirage	
Tremor	Visions	
Viashino Warrior	Mirage	
Viashino Warrior	Mirage	
Alms	Weatherlight	
Ardent Militia	Weatherlight	
Ardent Militia	Weatherlight	
Ardent Militia	Weatherlight	
Arenson's Aura	Ice Age	
Benalish Infantry	Weatherlight	
Blood of the Martyr	Chronicles	
Divine Offering	Mirage	
Divine Offering	Mirage	
Divine Offering	Mirage	
Divine Offering	Mirage	
Heal	Ice Age	
Heal	Ice Age	
Hero's Resolve	Tempest	
Hero's Resolve	Tempest	
Hero's Resolve	Tempest	
Hero's Resolve	Tempest	
Indestructible Aura	Chronicles	
Infantry Veteran	Visions	
Infantry Veteran	Visions	
Ivory Charm	Mirage	
Ivory Charm	Mirage	
Ivory Charm	Mirage	
Ivory Charm	Mirage	
Jamuraan Lion	Visions	
Jamuraan Lion	Visions	
Jamuraan Lion	Visions	
Kithkin Armor	Weatherlight	
Kithkin Armor	Weatherlight	
Kithkin Armor	Weatherlight	
Kithkin Armor	Weatherlight	
Pikemen	Fifth Edition	
Resistance Fighter	Visions	
Ritual of Steel	Mirage	
Shield Bearer	Ice Age	
Sun Clasp	Visions	
Sun Clasp	Visions	
Sun Clasp	Visions	
Warrior's Honor	Visions	
Warrior's Honor	Visions	
Ascended Lawmage	Dragon's Maze	
Wall of Fire	Magic 2013 (M13)	
Divination	Magic 2013 (M13)	
Zombie Goliath	Magic 2013 (M13)	
Floodtide Serpent	Born of the Gods	
Aether Tide	Exodus	
Apathy	Weatherlight	
Apathy	Weatherlight	
Bay Falcon	Mirage	
Bay Falcon	Mirage	
Bay Falcon	Mirage	
Bay Falcon	Mirage	
Clairvoyance	Ice Age	
Cloud Spirit	Stronghold	
Cloud Spirit	Stronghold	
Cloud Spirit	Stronghold	
Cloud Spirit	Stronghold	
Wall of Vapor	Chronicles	
Flux	Weatherlight	
Giant Crab	Tempest	
Giant Crab	Tempest	
Giant Crab	Tempest	
Giant Crab	Tempest	
Meteor Shower	Ice Age	
Meteor Shower	Ice Age	
Foul Imp	Stronghold	
Foul Imp	Stronghold	
Foul Imp	Stronghold	
Foul Imp	Stronghold	
Evolving Wilds	Magic 2015 (M15)	
Evolving Wilds	Magic 2015 (M15)	
Gravedigger	Magic 2015 (M15)	
Hooting Mandrills	Khans of Tarkir	
Hooting Mandrills	Khans of Tarkir	
Wall of Mulch	Magic 2015 (M15)	
Diabolic Machine	Fourth Edition	
Jangling Automaton	Weatherlight	
Jangling Automaton	Weatherlight	
Jangling Automaton	Weatherlight	
Shapeshifter	Fourth Edition	
Shapeshifter	Fourth Edition	
Shapeshifter	Fourth Edition	
Ampryn Tactician	Magic Origins	
Send to Sleep	Magic Origins	
Grasp of the Hieromancer	Magic Origins	
Infernal Scarring	Magic Origins	
Topan Freeblade	Magic Origins	
Infernal Scarring	Magic Origins	
Snake Token	Khans of Tarkir	
Snake Token	Khans of Tarkir	
Snake Token	Khans of Tarkir	
Hooting Mandrills	Khans of Tarkir	
Blossoming Sands	Khans of Tarkir	
Soul Burn	Ice Age	
Wall of Shadows	Chronicles	
Elemental Token	Zendikar	
Elemental Token	Zendikar	
Elemental Token	Zendikar	
Elemental Token	Zendikar	
Elemental Token	Zendikar	
Elemental Token	Zendikar	
Elemental Token	Zendikar	
Elemental Token	Zendikar	
Elemental Token	Zendikar	
Elemental Token	Zendikar	
Catacomb Slug	Magic Origins	
Charging Griffin	Magic Origins	
Faerie Miscreant	Magic Origins	
Enlightened Ascetic	Magic Origins	
Waxmane Baku	Modern Masters 2015	
Ebony Charm	Mirage	
Skyline Cascade	Battle for Zendikar	
Nirkana Assassin	Battle for Zendikar	
Seek the Wilds	Battle for Zendikar	
Makindi Patrol	Battle for Zendikar	
Ruin Processor	Battle for Zendikar	
Bone Splinters	Battle for Zendikar	
Sludge Crawler	Battle for Zendikar	
Incubator Drone	Battle for Zendikar	
Reckless Cohort	Battle for Zendikar	
Ghostly Sentinel	Battle for Zendikar	
Dominator Drone	Battle for Zendikar	
Murk Strider	Battle for Zendikar	
Voracious Null	Battle for Zendikar	
Oran-Rief Invoker	Battle for Zendikar	
Brilliant Spectrum	Battle for Zendikar	
Ondu Greathorn	Battle for Zendikar	
Makindi Sliderunner	Battle for Zendikar	
Demon's Grasp	Battle for Zendikar	
Skyline Cascade	Battle for Zendikar	
Ruin Processor	Battle for Zendikar	
Bone Splinters	Battle for Zendikar	
Giant Mantis	Battle for Zendikar	
Kitesail Scout	Battle for Zendikar	
Geyserfield Stalker	Battle for Zendikar	
Bloodfell Caves	Khans of Tarkir	
Bloodfell Caves	Khans of Tarkir	
Bloodfell Caves	Khans of Tarkir	
Blossoming Sands	Khans of Tarkir	
Blossoming Sands	Khans of Tarkir	
Blossoming Sands	Khans of Tarkir	
Blossoming Sands	Khans of Tarkir	
Scoured Barrens	Khans of Tarkir	
Scoured Barrens	Khans of Tarkir	
Scoured Barrens	Khans of Tarkir	
Scoured Barrens	Khans of Tarkir	
Wind-Scarred Crag	Khans of Tarkir	
Wind-Scarred Crag	Khans of Tarkir	
Wind-Scarred Crag	Khans of Tarkir	
Wind-Scarred Crag	Khans of Tarkir	
Wind-Scarred Crag	Khans of Tarkir	
Wind-Scarred Crag	Khans of Tarkir	
Enshrouding Mist	Magic Origins	
Grasp of the Hieromancer	Magic Origins	
Sludge Crawler	Battle for Zendikar	
Angelic Gift	Battle for Zendikar	
Lavastep Raider	Battle for Zendikar	
Eldrazi Scion Token (2)	Oath of the Gatewatch	
Eldrazi Scion Token (3)	Oath of the Gatewatch	
Eldrazi Scion Token (6)	Oath of the Gatewatch	
Eldrazi Scion Token (6)	Oath of the Gatewatch	
Holdout Settlement	Oath of the Gatewatch	
Holdout Settlement	Oath of the Gatewatch	
Holdout Settlement	Oath of the Gatewatch	
Holdout Settlement	Oath of the Gatewatch	
Kozilek's Shrieker	Oath of the Gatewatch	
Sparkmage's Gambit	Oath of the Gatewatch	
Pulse of Murasa	Oath of the Gatewatch	
Pulse of Murasa	Oath of the Gatewatch	
Vessel of Ephemera	Shadows Over Innistrad	
Lamplighter of Selhoff	Shadows Over Innistrad	
Hound of the Farbogs	Shadows Over Innistrad	
Ethereal Guidance	Shadows Over Innistrad	
Drownyard Explorers	Shadows Over Innistrad	
Human Soldier Token	Shadows Over Innistrad	
Springsage Ritual	Eldritch Moon	
Woodland Patrol	Eldritch Moon	
Bold Impaler	Eldritch Moon	
Guardian of Pilgrims	Eldritch Moon	
Give No Ground	Eldritch Moon	
Conduit of Storms	Eldritch Moon	
Executioner's Swing	Gatecrash	
Efreet Weaponmaster	Khans of Tarkir	
Harsh Sustenance	Fate Reforged	
Armored Wolf-Rider	Dragon's Maze	
Efreet Weaponmaster	Khans of Tarkir	
Snowhorn Rider	Khans of Tarkir	
Efreet Weaponmaster	Khans of Tarkir	
Efreet Weaponmaster	Khans of Tarkir	
Keeper of the Lens	Dragons of Tarkir	
Lens of Clarity	Khans of Tarkir	
Lens of Clarity	Khans of Tarkir	
One-Eyed Scarecrow	Innistrad	
Rakdos Cluestone	Dragon's Maze	
Temur Banner	Khans of Tarkir	
Temur Banner	Khans of Tarkir	
Temur Banner	Khans of Tarkir	
Temur Banner	Khans of Tarkir	
Temur Banner	Khans of Tarkir	
Bonds of Faith	Innistrad	
Dromoka Warrior	Dragons of Tarkir	
Enduring Victory	Dragons of Tarkir	
Erase	Khans of Tarkir	
Excoriate	Born of the Gods	
Font of Vigor	Journey into Nyx	
Great-Horn Krushok	Fate Reforged	
Griffin Dreamfinder	Born of the Gods	
Hold at Bay	Born of the Gods	
Hold at Bay	Born of the Gods	
Nyxborn Shieldmate	Born of the Gods	
Pressure Point	Fate Reforged	
Resupply	Dragons of Tarkir	
Sage-Eye Harrier	Khans of Tarkir	
Salt Road Patrol	Khans of Tarkir	
Sandsteppe Outcast	Fate Reforged	
Sandstorm Charger	Dragons of Tarkir	
Siegecraft	Khans of Tarkir	
Siegecraft	Khans of Tarkir	
Siegecraft	Khans of Tarkir	
Siegecraft	Khans of Tarkir	
Siegecraft	Khans of Tarkir	
Smite the Monstrous	Khans of Tarkir	
Smite the Monstrous	Khans of Tarkir	
Smite the Monstrous	Khans of Tarkir	
Supply-Line Cranes	Journey into Nyx	
Ancient Carp	Dragons of Tarkir	
Crippling Chill	Khans of Tarkir	
Crippling Chill	Khans of Tarkir	
Crippling Chill	Khans of Tarkir	
Deepwater Hypnotist	Born of the Gods	
Embodiment of Spring	Khans of Tarkir	
Embodiment of Spring	Khans of Tarkir	
Embodiment of Spring	Khans of Tarkir	
Embodiment of Spring	Khans of Tarkir	
Evanescent Intellect	Born of the Gods	
Force Away	Khans of Tarkir	
Force Away	Khans of Tarkir	
Force Away	Khans of Tarkir	
Force Away	Khans of Tarkir	
Force Away	Khans of Tarkir	
Force Away	Khans of Tarkir	
Frost Lynx	Magic 2015 (M15)	
Glacial Stalker	Khans of Tarkir	
Glacial Stalker	Khans of Tarkir	
Glacial Stalker	Khans of Tarkir	
Glacial Stalker	Khans of Tarkir	
Godhunter Octopus	Journey into Nyx	
Lotus Path Djinn	Fate Reforged	
Mystic of the Hidden Way	Khans of Tarkir	
Negate	Magic 2015 (M15)	
Nyxborn Triton	Born of the Gods	
Rise of Eagles	Journey into Nyx	
Singing Bell Strike	Khans of Tarkir	
Singing Bell Strike	Khans of Tarkir	
Sudden Storm	Born of the Gods	
Sudden Storm	Born of the Gods	
Stymied Hopes	Theros	
Voyage's End	Theros	
Wetland Sambar	Khans of Tarkir	
Wetland Sambar	Khans of Tarkir	
Debilitating Injury	Khans of Tarkir	
Debilitating Injury	Khans of Tarkir	
Debilitating Injury	Khans of Tarkir	
Dutiful Return	Khans of Tarkir	
Dutiful Return	Khans of Tarkir	
Dutiful Return	Khans of Tarkir	
Dutiful Return	Khans of Tarkir	
Eye Gouge	Born of the Gods	
Feast of Dreams	Journey into Nyx	
Felhide Brawler	Born of the Gods	
Hooded Assassin	Fate Reforged	
Mardu Skullhunter	Khans of Tarkir	
Mardu Skullhunter	Khans of Tarkir	
Mardu Skullhunter	Khans of Tarkir	
Mardu Skullhunter	Khans of Tarkir	
Necrobite	Born of the Gods	
Nyx Infusion	Journey into Nyx	
Perilous Shadow	Return to Ravnica	
Reckless Imp	Dragons of Tarkir	
Rite of the Serpent	Khans of Tarkir	
Shambling Attendants	Khans of Tarkir	
Shambling Attendants	Khans of Tarkir	
Shambling Attendants	Khans of Tarkir	
Shambling Attendants	Khans of Tarkir	
Shambling Attendants	Khans of Tarkir	
Shambling Attendants	Khans of Tarkir	
Sidisi's Pet	Khans of Tarkir	
Silumgar Butcher	Dragons of Tarkir	
Sultai Emissary	Fate Reforged	
Throttle	Khans of Tarkir	
Warchanter of Mogis	Born of the Gods	
Warchanter of Mogis	Born of the Gods	
Warchanter of Mogis	Born of the Gods	
Arrow Storm	Khans of Tarkir	
Arrow Storm	Khans of Tarkir	
Arrow Storm	Khans of Tarkir	
Cyclops of One-Eyed Pass	Born of the Gods	
Leaping Master	Khans of Tarkir	
Leaping Master	Khans of Tarkir	
Mardu Warshrieker	Khans of Tarkir	
Portent of Betrayal	Theros	
Sabertooth Outrider	Dragons of Tarkir	
Shatter	Khans of Tarkir	
Shatter	Khans of Tarkir	
Shatter	Khans of Tarkir	
Shatter	Khans of Tarkir	
Shatter	Khans of Tarkir	
Shatter	Khans of Tarkir	
Summit Prowler	Dragons of Tarkir	
Swift Kick	Khans of Tarkir	
Swift Kick	Khans of Tarkir	
Swift Kick	Khans of Tarkir	
Tormenting Voice	Khans of Tarkir	
Tormenting Voice	Khans of Tarkir	
Tormenting Voice	Khans of Tarkir	
Tormenting Voice	Khans of Tarkir	
Tormenting Voice	Khans of Tarkir	
Trumpet Blast	Khans of Tarkir	
Trumpet Blast	Khans of Tarkir	
Twin Bolt	Dragons of Tarkir	
Cyclops of One-Eyed Pass	Born of the Gods	
Fearsome Temper	Born of the Gods	
Fearsome Temper	Born of the Gods	
Flamespeaker's Will	Journey into Nyx	
Font of Ire	Journey into Nyx	
Lightning Strike	Theros	
Lightning Strike	Theros	
Mardu Warshrieker	Khans of Tarkir	
Nyxborn Rollicker	Born of the Gods	
Reckless Reveler	Born of the Gods	
Rise to the Challenge	Born of the Gods	
Trumpet Blast	Khans of Tarkir	
Weapon Surge	Dragon's Maze	
Defend the Hearth	Theros	
Golden Hind	Journey into Nyx	
Highland Game	Khans of Tarkir	
Highland Game	Khans of Tarkir	
Longshot Squad	Khans of Tarkir	
Nature's Panoply	Journey into Nyx	
Ravenous Leucrocota	Journey into Nyx	
Sagu Archer	Khans of Tarkir	
Sagu Archer	Khans of Tarkir	
Sandsteppe Scavenger	Dragons of Tarkir	
Sandsteppe Scavenger	Dragons of Tarkir	
Satyr Grovedancer	Journey into Nyx	
Savage Punch	Khans of Tarkir	
Savage Punch	Khans of Tarkir	
Scout the Borders	Khans of Tarkir	
Scout the Borders	Khans of Tarkir	
Segmented Krotiq	Dragons of Tarkir	
Servant of the Scale	Dragons of Tarkir	
Setessan Oathsworn	Born of the Gods	
Setessan Starbreaker	Born of the Gods	
Setessan Starbreaker	Born of the Gods	
Smoke Teller	Khans of Tarkir	
Smoke Teller	Khans of Tarkir	
Snake of the Golden Grove	Born of the Gods	
Somberwald Spider	Innistrad	
Swordwise Centaur	Born of the Gods	
Tusked Colossodon	Khans of Tarkir	
Kukemssa Serpent	Mirage	
Kukemssa Serpent	Mirage	
Power Leak	Fourth Edition	
Power Leak	Fourth Edition	
Power Leak	Fourth Edition	
Power Sink	Fourth Edition	
Power Sink	Fourth Edition	
Merfolk Seer	Mirage	
Merfolk Seer	Mirage	
Ray of Command	Mirage	
Ray of Command	Mirage	
Ray of Command	Mirage	
Ray of Command	Mirage	
Sandbar Crocodile	Mirage	
Sandbar Crocodile	Mirage	
Sandbar Crocodile	Mirage	
Shaper Guildmage	Mirage	
Shaper Guildmage	Mirage	
Soul Barrier	Fifth Edition	
Soul Barrier	Fifth Edition	
Sunken City	Fourth Edition	
Sunken City	Fourth Edition	
Sunken City	Fourth Edition	
Sunken City	Fourth Edition	
Teferi's Drake	Mirage	
Teferi's Drake	Mirage	
Teferi's Drake	Mirage	
Unsummon	Fourth Edition	
Unsummon	Fourth Edition	
Unsummon	Fourth Edition	
Zephyr Falcon	Fourth Edition	
Zephyr Falcon	Fourth Edition	
Zephyr Falcon	Fourth Edition	
Zephyr Falcon	Fourth Edition	
Bull Elephant	Visions	
Bull Elephant	Visions	
Bull Elephant	Visions	
Bull Elephant	Visions	
Carnivorous Plant	Fourth Edition	
Carnivorous Plant	Fourth Edition	
Carnivorous Plant	Fourth Edition	
Chub Toad	Fifth Edition	
Foxfire	Fifth Edition	
Giant Mantis	Mirage	
Giant Mantis	Mirage	
Giant Spider	Fourth Edition	
Giant Spider	Fourth Edition	
Giant Spider	Fourth Edition	
Gibbering Hyenas	Mirage	
Gibbering Hyenas	Mirage	
Granger Guildmage	Mirage	
Granger Guildmage	Mirage	
Granger Guildmage	Mirage	
Grizzly Bears	Fourth Edition	
Grizzly Bears	Fourth Edition	
Grizzly Bears	Fourth Edition	
Hungry Mist	Fifth Edition	
Hungry Mist	Homelands	
Hungry Mist	Homelands	
Hungry Mist	Homelands	
Ironroot Treefolk	Fourth Edition	
Ley Druid	Fourth Edition	
Marsh Viper	Fourth Edition	
Marsh Viper	Fourth Edition	
Marsh Viper	Fourth Edition	
Marsh Viper	Fourth Edition	
Marsh Viper	Fourth Edition	
Marsh Viper	Fourth Edition	
Marsh Viper	Fourth Edition	
Mtenda Lion	Mirage	
Mtenda Lion	Mirage	
Pincher Beetles	Tempest	
Reality Anchor	Tempest	
Reality Anchor	Tempest	
Reality Anchor	Tempest	
Reality Anchor	Tempest	
Reality Anchor	Tempest	
Regeneration	Fourth Edition	
Regeneration	Fourth Edition	
Regeneration	Fourth Edition	
Regeneration	Mirage	
Regeneration	Mirage	
Regeneration	Fourth Edition	
Stalking Tiger	Mirage	
Stalking Tiger	Mirage	
Tranquil Domain	Mirage	
Tranquil Domain	Mirage	
Tranquility	Fourth Edition	
Tranquility	Fourth Edition	
Tranquility	Fourth Edition	
Tranquility	Fourth Edition	
Tranquility	Fifth Edition	
Uktabi Efreet	Weatherlight	
Uktabi Efreet	Weatherlight	
Uktabi Efreet	Weatherlight	
Uktabi Efreet	Weatherlight	
Venom	Fourth Edition	
Venom	Fourth Edition	
Venom	Fourth Edition	
Venom	Fourth Edition	
Village Elder	Mirage	
Barrow Ghoul	Weatherlight	
Barrow Ghoul	Weatherlight	
Barrow Ghoul	Weatherlight	
Barrow Ghoul	Weatherlight	
Barrow Ghoul	Weatherlight	
Binding Agony	Mirage	
Binding Agony	Mirage	
Binding Agony	Mirage	
Cloak of Confusion	Fifth Edition	
Dirtwater Wraith	Mirage	
Dirtwater Wraith	Mirage	
Dirtwater Wraith	Mirage	
Enfeeblement	Mirage	
Enfeeblement	Mirage	
Enfeeblement	Mirage	
Enfeeblement	Mirage	
Erg Raiders	Fifth Edition	
Fear	Fifth Edition	
Fear	Ice Age	
Fetid Horror	Mirage	
Frozen Shade	Fifth Edition	
Frozen Shade	Fourth Edition	
Frozen Shade	Fourth Edition	
Grave Servitude	Mirage	
Grave Servitude	Mirage	
Initiates of the Ebon Hand	Fallen Empires	
Krovikan Fetish	Fifth Edition	
Krovikan Fetish	Fifth Edition	
Lost Soul	Fifth Edition	
Marsh Gas	Fourth Edition	
Marsh Gas	Fourth Edition	
Marsh Gas	Fourth Edition	
Marsh Gas	Fourth Edition	
Marsh Lurker	Tempest	
Marsh Lurker	Tempest	
Marsh Lurker	Tempest	
Marsh Lurker	Tempest	
Marsh Lurker	Tempest	
Pestilence	Fourth Edition	
Pestilence	Fourth Edition	
Pestilence	Fourth Edition	
Pestilence	Fourth Edition	
Pestilence	Fourth Edition	
Phantasmal Fiend	Alliances	
Pit Scorpion	Fifth Edition	
Raise Dead	Fifth Edition	
Restless Dead	Mirage	
Restless Dead	Mirage	
Restless Dead	Mirage	
Scathe Zombies	Fourth Edition	
Scathe Zombies	Fourth Edition	
Scathe Zombies	Fourth Edition	
Scathe Zombies	Fourth Edition	
Transmutation	Chronicles	
Unholy Strength	Fourth Edition	
Zombie Scavengers	Weatherlight	
Zombie Scavengers	Weatherlight	
Armorer Guildmage	Mirage	
Armorer Guildmage	Mirage	
Armorer Guildmage	Mirage	
Battle Frenzy	Ice Age	
Battle Frenzy	Ice Age	
Betrothed of Fire	Weatherlight	
Bird Maiden	Fourth Edition	
Bird Maiden	Fourth Edition	
Bird Maiden	Fourth Edition	
Bird Maiden	Fourth Edition	
Blistering Barrier	Mirage	
Blistering Barrier	Mirage	
Blistering Barrier	Mirage	
Blistering Barrier	Mirage	
Blistering Barrier	Mirage	
